,date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,price,discount,weather_condition,is_promotion,competitor_pricing,seasonality,is_epidemic,demand
12364,2022-05-04,S004,P0005,Clothing,West,136,81,84,70.69,0,Rainy,0,79.0,Spring,1,86
12365,2022-05-04,S004,P0006,Groceries,West,313,67,0,32.43,15,Rainy,1,35.57,Spring,1,111
12366,2022-05-04,S004,P0007,Groceries,West,284,49,0,19.11,20,Rainy,1,21.17,Spring,1,47
12367,2022-05-04,S004,P0008,Furniture,West,99,26,0,83.09,5,Rainy,0,72.27,Spring,1,30
12368,2022-05-04,S004,P0009,Clothing,West,274,72,0,102.47,5,Rainy,0,92.96,Spring,1,62
12369,2022-05-04,S004,P0010,Groceries,West,131,55,0,19.44,20,Rainy,1,21.86,Spring,1,79
12370,2022-05-04,S004,P0011,Clothing,West,218,109,0,59.02,10,Rainy,0,50.26,Spring,1,109
12371,2022-05-04,S004,P0012,Electronics,West,110,25,0,93.81,0,Rainy,0,90.97,Spring,1,27
12372,2022-05-04,S004,P0013,Groceries,West,88,88,284,22.14,0,Rainy,0,19.12,Spring,1,105
12373,2022-05-04,S004,P0014,Furniture,West,92,29,0,134.03,10,Rainy,1,117.81,Spring,1,31
12374,2022-05-04,S004,P0015,Furniture,West,214,25,0,83.72,0,Rainy,0,75.74,Spring,1,24
12375,2022-05-04,S004,P0016,Furniture,West,76,46,0,85.3,20,Rainy,1,102.41,Spring,1,47
12376,2022-05-04,S004,P0017,Clothing,West,178,118,149,105.09,10,Rainy,0,119.46,Spring,1,155
12377,2022-05-04,S004,P0018,Furniture,West,84,35,54,141.42,5,Rainy,0,169.62,Spring,1,52
12378,2022-05-04,S004,P0019,Clothing,West,162,88,100,64.69,0,Rainy,0,77.34,Spring,1,119
12379,2022-05-04,S004,P0020,Furniture,West,87,50,0,104.32,10,Rainy,0,119.8,Spring,1,42
12380,2022-05-04,S005,P0001,Groceries,North,229,61,0,9.82,10,Cloudy,0,10.81,Spring,1,70
12381,2022-05-04,S005,P0002,Electronics,North,202,41,129,36.99,0,Cloudy,0,35.24,Spring,1,49
12382,2022-05-04,S005,P0003,Toys,North,104,16,50,17.09,25,Cloudy,1,18.48,Spring,1,21
12383,2022-05-04,S005,P0004,Groceries,North,124,70,119,6.49,20,Cloudy,1,7.8,Spring,1,114
12384,2022-05-04,S005,P0005,Groceries,North,33,33,214,15.82,10,Cloudy,0,15.35,Spring,1,105
12385,2022-05-04,S005,P0006,Groceries,North,379,123,487,48.31,25,Cloudy,1,42.93,Spring,1,106
12386,2022-05-04,S005,P0007,Groceries,North,79,79,234,70.59,20,Cloudy,1,63.32,Spring,1,104
12387,2022-05-04,S005,P0008,Groceries,North,142,78,106,58.56,10,Cloudy,0,55.16,Spring,1,93
12388,2022-05-04,S005,P0009,Groceries,North,306,26,0,71.67,10,Cloudy,0,68.89,Spring,1,34
12389,2022-05-04,S005,P0010,Groceries,North,320,135,369,64.98,10,Cloudy,1,58.96,Spring,1,143
12390,2022-05-04,S005,P0011,Electronics,North,195,47,0,68.2,5,Cloudy,0,77.72,Spring,1,63
12391,2022-05-04,S005,P0012,Furniture,North,305,28,0,121.37,0,Cloudy,0,113.02,Spring,1,44
12392,2022-05-04,S005,P0013,Groceries,North,261,24,0,52.3,10,Cloudy,0,56.97,Spring,1,31
12393,2022-05-04,S005,P0014,Furniture,North,275,61,0,135.86,15,Cloudy,1,127.9,Spring,1,51
12394,2022-05-04,S005,P0015,Groceries,North,104,100,221,50.9,5,Cloudy,0,44.0,Spring,1,103
12395,2022-05-04,S005,P0016,Toys,North,586,43,0,24.01,25,Cloudy,1,22.4,Spring,1,56
12396,2022-05-04,S005,P0017,Toys,North,83,27,50,28.41,10,Cloudy,0,26.5,Spring,1,34
12397,2022-05-04,S005,P0018,Clothing,North,184,95,0,19.4,10,Cloudy,0,20.63,Spring,1,92
12398,2022-05-04,S005,P0019,Furniture,North,59,21,0,112.63,5,Cloudy,0,112.35,Spring,1,21
12399,2022-05-04,S005,P0020,Toys,North,99,26,50,24.26,0,Cloudy,0,27.7,Spring,1,30
12400,2022-05-05,S001,P0001,Electronics,North,140,70,0,70.73,0,Cloudy,0,61.51,Spring,1,76
12401,2022-05-05,S001,P0002,Clothing,North,149,83,0,54.99,10,Cloudy,0,60.21,Spring,1,76
12402,2022-05-05,S001,P0003,Clothing,North,182,88,0,49.03,5,Cloudy,0,53.86,Spring,1,77
12403,2022-05-05,S001,P0004,Electronics,North,118,51,134,70.42,25,Cloudy,1,82.88,Spring,1,56
12404,2022-05-05,S001,P0005,Groceries,North,365,54,0,50.03,10,Cloudy,0,45.62,Spring,1,65
12405,2022-05-05,S001,P0006,Toys,North,248,40,0,26.5,20,Cloudy,1,29.45,Spring,1,37
12406,2022-05-05,S001,P0007,Groceries,North,968,66,0,24.2,5,Cloudy,0,27.68,Spring,1,106
12407,2022-05-05,S001,P0008,Electronics,North,50,24,50,33.62,5,Cloudy,0,28.92,Spring,1,20
12408,2022-05-05,S001,P0009,Clothing,North,186,103,123,102.35,0,Cloudy,0,97.91,Spring,1,122
12409,2022-05-05,S001,P0010,Furniture,North,377,40,0,106.32,5,Cloudy,0,114.17,Spring,1,39
12410,2022-05-05,S001,P0011,Furniture,North,169,34,106,130.16,10,Cloudy,0,143.04,Spring,1,44
12411,2022-05-05,S001,P0012,Groceries,North,344,69,0,72.57,10,Cloudy,0,87.35,Spring,1,90
12412,2022-05-05,S001,P0013,Toys,North,96,47,61,27.19,5,Cloudy,0,28.62,Spring,1,53
12413,2022-05-05,S001,P0014,Groceries,North,407,134,431,67.63,25,Cloudy,1,81.57,Spring,1,170
12414,2022-05-05,S001,P0015,Toys,North,115,34,0,11.79,10,Cloudy,0,13.57,Spring,1,40
12415,2022-05-05,S001,P0016,Groceries,North,288,44,0,32.25,10,Cloudy,0,31.79,Spring,1,61
12416,2022-05-05,S001,P0017,Toys,North,45,45,50,19.15,0,Cloudy,0,21.75,Spring,1,47
12417,2022-05-05,S001,P0018,Groceries,North,119,68,109,58.07,10,Cloudy,0,54.93,Spring,1,101
12418,2022-05-05,S001,P0019,Furniture,North,79,34,50,85.46,10,Cloudy,0,90.28,Spring,1,30
12419,2022-05-05,S001,P0020,Furniture,North,339,49,0,102.72,10,Cloudy,1,87.85,Spring,1,49
12420,2022-05-05,S002,P0001,Groceries,South,368,49,0,60.89,10,Sunny,0,64.38,Spring,1,48
12421,2022-05-05,S002,P0002,Toys,South,167,23,0,24.05,5,Sunny,0,28.36,Spring,1,24
12422,2022-05-05,S002,P0003,Groceries,South,423,108,0,82.09,5,Sunny,0,81.21,Spring,1,102
12423,2022-05-05,S002,P0004,Groceries,South,368,143,473,35.91,25,Sunny,1,41.62,Spring,1,139
12424,2022-05-05,S002,P0005,Electronics,South,357,62,264,81.99,5,Sunny,0,87.48,Spring,1,75
12425,2022-05-05,S002,P0006,Clothing,South,121,99,119,57.86,20,Sunny,1,55.24,Spring,1,109
12426,2022-05-05,S002,P0007,Toys,South,356,30,0,23.45,0,Sunny,0,22.76,Spring,1,29
12427,2022-05-05,S002,P0008,Groceries,South,124,89,91,24.37,10,Sunny,0,22.38,Spring,1,97
12428,2022-05-05,S002,P0009,Groceries,South,227,64,0,58.0,0,Sunny,0,55.37,Spring,1,63
12429,2022-05-05,S002,P0010,Groceries,South,109,93,109,82.5,5,Sunny,0,97.76,Spring,1,91
12430,2022-05-05,S002,P0011,Groceries,South,263,109,558,120.22,0,Sunny,0,107.58,Spring,1,158
12431,2022-05-05,S002,P0012,Electronics,South,521,49,0,64.22,0,Sunny,0,72.32,Spring,1,75
12432,2022-05-05,S002,P0013,Groceries,South,412,123,0,21.59,5,Sunny,0,22.95,Spring,1,105
12433,2022-05-05,S002,P0014,Electronics,South,209,46,0,95.63,20,Sunny,1,85.15,Spring,1,68
12434,2022-05-05,S002,P0015,Clothing,South,757,103,0,67.19,5,Sunny,0,64.07,Spring,1,89
12435,2022-05-05,S002,P0016,Clothing,South,424,136,0,104.05,0,Sunny,0,95.42,Spring,1,130
12436,2022-05-05,S002,P0017,Toys,South,475,25,0,15.2,10,Sunny,0,15.13,Spring,1,25
12437,2022-05-05,S002,P0018,Clothing,South,111,111,109,27.27,10,Sunny,0,25.81,Spring,1,106
12438,2022-05-05,S002,P0019,Clothing,South,603,130,0,85.51,10,Sunny,0,101.75,Spring,1,121
12439,2022-05-05,S002,P0020,Furniture,South,384,97,0,122.75,10,Sunny,1,146.83,Spring,1,89
12440,2022-05-05,S003,P0001,Toys,East,120,66,109,14.67,5,Rainy,0,14.54,Spring,1,57
12441,2022-05-05,S003,P0002,Groceries,East,496,59,0,49.4,5,Rainy,0,57.21,Spring,1,75
12442,2022-05-05,S003,P0003,Electronics,East,93,38,50,74.1,5,Rainy,0,67.65,Spring,1,43
12443,2022-05-05,S003,P0004,Groceries,East,274,69,0,21.28,10,Rainy,1,20.68,Spring,1,89
12444,2022-05-05,S003,P0005,Toys,East,332,22,0,16.33,10,Rainy,0,14.05,Spring,1,23
12445,2022-05-05,S003,P0006,Toys,East,108,57,50,28.71,15,Rainy,1,30.24,Spring,1,53
12446,2022-05-05,S003,P0007,Groceries,East,582,84,0,14.27,10,Rainy,0,12.22,Spring,1,75
12447,2022-05-05,S003,P0008,Clothing,East,214,36,0,99.74,0,Rainy,0,108.51,Spring,1,54
12448,2022-05-05,S003,P0009,Groceries,East,129,67,0,50.5,0,Rainy,0,57.03,Spring,1,77
12449,2022-05-05,S003,P0010,Groceries,East,91,48,50,33.82,5,Rainy,0,31.44,Spring,1,57
12450,2022-05-05,S003,P0011,Electronics,East,255,39,0,104.11,5,Rainy,0,100.16,Spring,1,48
12451,2022-05-05,S003,P0012,Furniture,East,137,21,0,87.01,0,Rainy,0,80.59,Spring,1,29
12452,2022-05-05,S003,P0013,Groceries,East,50,50,0,62.36,5,Rainy,0,58.07,Spring,1,54
12453,2022-05-05,S003,P0014,Groceries,East,545,74,0,95.86,10,Rainy,1,90.55,Spring,1,117
12454,2022-05-05,S003,P0015,Groceries,East,263,64,391,96.86,5,Rainy,0,96.2,Spring,1,94
12455,2022-05-05,S003,P0016,Electronics,East,154,41,0,80.86,5,Rainy,0,72.16,Spring,1,37
12456,2022-05-05,S003,P0017,Furniture,East,396,36,0,107.16,10,Rainy,0,93.95,Spring,1,55
12457,2022-05-05,S003,P0018,Furniture,East,328,15,0,101.3,5,Rainy,0,109.26,Spring,1,16
12458,2022-05-05,S003,P0019,Groceries,East,99,99,104,57.19,0,Rainy,0,56.36,Spring,1,93
12459,2022-05-05,S003,P0020,Clothing,East,566,101,0,58.78,25,Rainy,1,55.42,Spring,1,96
12460,2022-05-05,S004,P0001,Groceries,West,712,91,0,11.57,0,Rainy,0,10.24,Spring,1,95
12461,2022-05-05,S004,P0002,Groceries,West,220,36,0,17.68,5,Rainy,0,17.51,Spring,1,59
12462,2022-05-05,S004,P0003,Furniture,West,334,30,0,111.66,5,Rainy,0,123.49,Spring,1,30
12463,2022-05-05,S004,P0004,Groceries,West,311,64,0,41.55,25,Rainy,1,35.83,Spring,1,92
12464,2022-05-05,S004,P0005,Clothing,West,139,35,0,60.12,5,Rainy,0,70.23,Spring,1,55
12465,2022-05-05,S004,P0006,Groceries,West,246,102,209,34.95,10,Rainy,1,38.1,Spring,1,117
12466,2022-05-05,S004,P0007,Groceries,West,235,68,229,26.05,5,Rainy,0,24.99,Spring,1,70
12467,2022-05-05,S004,P0008,Furniture,West,73,9,0,72.09,5,Rainy,0,85.67,Spring,1,10
12468,2022-05-05,S004,P0009,Clothing,West,202,104,0,109.33,10,Rainy,0,104.3,Spring,1,95
12469,2022-05-05,S004,P0010,Groceries,West,390,101,0,24.96,0,Rainy,0,27.62,Spring,1,86
12470,2022-05-05,S004,P0011,Clothing,West,748,66,0,57.61,5,Rainy,0,50.91,Spring,1,85
12471,2022-05-05,S004,P0012,Electronics,West,85,78,56,109.49,0,Rainy,0,102.8,Spring,1,66
12472,2022-05-05,S004,P0013,Groceries,West,274,98,0,18.82,10,Rainy,0,17.65,Spring,1,88
12473,2022-05-05,S004,P0014,Furniture,West,140,75,158,150.12,10,Rainy,1,169.38,Spring,1,73
12474,2022-05-05,S004,P0015,Furniture,West,189,27,90,79.35,5,Rainy,0,84.56,Spring,1,36
12475,2022-05-05,S004,P0016,Furniture,West,30,21,0,99.48,0,Rainy,0,95.49,Spring,1,19
12476,2022-05-05,S004,P0017,Clothing,West,209,98,0,88.33,10,Rainy,0,102.99,Spring,1,97
12477,2022-05-05,S004,P0018,Furniture,West,103,18,0,128.41,5,Rainy,0,110.27,Spring,1,17
12478,2022-05-05,S004,P0019,Clothing,West,174,75,0,61.63,0,Rainy,0,57.85,Spring,1,88
12479,2022-05-05,S004,P0020,Furniture,West,128,23,0,90.47,20,Rainy,1,83.49,Spring,1,24
12480,2022-05-05,S005,P0001,Groceries,North,168,87,164,11.08,10,Cloudy,0,9.7,Spring,1,90
12481,2022-05-05,S005,P0002,Electronics,North,161,17,0,29.71,5,Cloudy,0,31.36,Spring,1,21
12482,2022-05-05,S005,P0003,Toys,North,138,51,69,25.32,10,Cloudy,0,22.27,Spring,1,60
12483,2022-05-05,S005,P0004,Groceries,North,173,33,0,5.42,15,Cloudy,1,6.27,Spring,1,46
12484,2022-05-05,S005,P0005,Groceries,North,218,118,0,15.83,10,Cloudy,0,16.73,Spring,1,121
12485,2022-05-05,S005,P0006,Groceries,North,256,115,0,51.29,25,Cloudy,1,50.2,Spring,1,126
12486,2022-05-05,S005,P0007,Groceries,North,176,79,0,74.5,10,Cloudy,0,82.06,Spring,1,100
12487,2022-05-05,S005,P0008,Groceries,North,170,72,0,56.14,10,Cloudy,0,63.06,Spring,1,96
12488,2022-05-05,S005,P0009,Groceries,North,280,50,0,85.01,5,Cloudy,0,102.63,Spring,1,78
12489,2022-05-05,S005,P0010,Groceries,North,185,63,0,52.02,10,Cloudy,0,48.29,Spring,1,73
12490,2022-05-05,S005,P0011,Electronics,North,148,59,0,71.81,0,Cloudy,0,62.13,Spring,1,50
12491,2022-05-05,S005,P0012,Furniture,North,277,69,252,112.07,10,Cloudy,0,118.77,Spring,1,64
12492,2022-05-05,S005,P0013,Groceries,North,237,50,0,63.51,5,Cloudy,0,55.92,Spring,1,53
12493,2022-05-05,S005,P0014,Furniture,North,214,34,0,118.22,15,Cloudy,1,134.11,Spring,1,30
12494,2022-05-05,S005,P0015,Groceries,North,168,50,0,47.63,0,Cloudy,0,52.35,Spring,1,83
12495,2022-05-05,S005,P0016,Toys,North,543,53,0,29.58,5,Cloudy,0,27.3,Spring,1,48
12496,2022-05-05,S005,P0017,Toys,North,106,80,76,35.24,5,Cloudy,0,39.35,Spring,1,91
12497,2022-05-05,S005,P0018,Clothing,North,89,89,125,21.65,10,Cloudy,0,19.69,Spring,1,110
12498,2022-05-05,S005,P0019,Furniture,North,161,41,0,127.27,0,Cloudy,0,117.73,Spring,1,37
12499,2022-05-05,S005,P0020,Toys,North,123,36,60,21.33,20,Cloudy,1,23.18,Spring,1,54
12500,2022-05-06,S001,P0001,Electronics,North,212,35,0,58.9,5,Rainy,0,54.12,Spring,1,41
12501,2022-05-06,S001,P0002,Clothing,North,66,58,108,64.97,5,Rainy,0,56.3,Spring,1,94
12502,2022-05-06,S001,P0003,Clothing,North,684,92,0,45.93,25,Rainy,1,40.21,Spring,1,112
12503,2022-05-06,S001,P0004,Electronics,North,67,51,0,82.51,15,Rainy,1,78.71,Spring,1,51
12504,2022-05-06,S001,P0005,Groceries,North,311,66,319,54.12,10,Rainy,1,48.1,Spring,1,87
12505,2022-05-06,S001,P0006,Toys,North,208,33,0,25.75,20,Rainy,1,30.49,Spring,1,30
12506,2022-05-06,S001,P0007,Groceries,North,902,64,0,24.66,0,Rainy,0,29.73,Spring,1,96
12507,2022-05-06,S001,P0008,Electronics,North,76,28,50,35.58,10,Rainy,0,32.57,Spring,1,46
12508,2022-05-06,S001,P0009,Clothing,North,206,79,0,83.93,5,Rainy,0,101.01,Spring,1,92
12509,2022-05-06,S001,P0010,Furniture,North,337,27,0,100.13,10,Rainy,0,119.93,Spring,1,37
12510,2022-05-06,S001,P0011,Furniture,North,135,26,0,126.87,10,Rainy,1,113.55,Spring,1,26
12511,2022-05-06,S001,P0012,Groceries,North,275,34,0,55.81,25,Rainy,1,48.35,Spring,1,54
12512,2022-05-06,S001,P0013,Toys,North,110,23,0,24.88,5,Rainy,0,23.35,Spring,1,20
12513,2022-05-06,S001,P0014,Groceries,North,273,96,0,67.21,5,Rainy,0,75.93,Spring,1,89
12514,2022-05-06,S001,P0015,Toys,North,81,35,50,10.84,20,Rainy,1,9.85,Spring,1,35
12515,2022-05-06,S001,P0016,Groceries,North,244,70,292,39.19,0,Rainy,0,36.27,Spring,1,86
12516,2022-05-06,S001,P0017,Toys,North,50,50,50,18.47,10,Rainy,0,17.85,Spring,1,52
12517,2022-05-06,S001,P0018,Groceries,North,160,81,84,48.7,20,Rainy,1,41.47,Spring,1,83
12518,2022-05-06,S001,P0019,Furniture,North,95,24,0,86.44,10,Rainy,0,91.0,Spring,1,33
12519,2022-05-06,S001,P0020,Furniture,North,290,50,0,83.58,25,Rainy,1,75.19,Spring,1,43
12520,2022-05-06,S002,P0001,Groceries,South,319,91,253,79.21,0,Sunny,0,83.91,Spring,1,91
12521,2022-05-06,S002,P0002,Toys,South,144,42,93,30.11,0,Sunny,0,27.81,Spring,1,54
12522,2022-05-06,S002,P0003,Groceries,South,315,135,408,75.83,20,Sunny,1,81.27,Spring,1,150
12523,2022-05-06,S002,P0004,Groceries,South,225,52,0,34.49,15,Sunny,1,38.03,Spring,1,86
12524,2022-05-06,S002,P0005,Electronics,South,295,95,0,71.2,20,Sunny,1,85.35,Spring,1,84
12525,2022-05-06,S002,P0006,Clothing,South,141,38,0,46.85,20,Sunny,1,51.45,Spring,1,63
12526,2022-05-06,S002,P0007,Toys,South,326,20,0,21.17,0,Sunny,0,24.27,Spring,1,18
12527,2022-05-06,S002,P0008,Groceries,South,126,42,0,23.25,5,Sunny,0,21.66,Spring,1,68
12528,2022-05-06,S002,P0009,Groceries,South,163,92,171,61.44,5,Sunny,0,54.58,Spring,1,94
12529,2022-05-06,S002,P0010,Groceries,South,125,105,109,93.98,5,Sunny,0,91.32,Spring,1,116
12530,2022-05-06,S002,P0011,Groceries,South,154,50,0,78.64,10,Sunny,1,87.58,Spring,1,73
12531,2022-05-06,S002,P0012,Electronics,South,472,82,0,49.77,25,Sunny,1,45.21,Spring,1,70
12532,2022-05-06,S002,P0013,Groceries,South,289,28,0,15.98,10,Sunny,0,17.48,Spring,1,38
12533,2022-05-06,S002,P0014,Electronics,South,505,88,0,122.5,5,Sunny,0,113.04,Spring,1,90
12534,2022-05-06,S002,P0015,Clothing,South,654,128,0,67.11,10,Sunny,1,73.89,Spring,1,121
12535,2022-05-06,S002,P0016,Clothing,South,288,130,0,87.27,10,Sunny,0,105.51,Spring,1,124
12536,2022-05-06,S002,P0017,Toys,South,450,76,0,17.01,10,Sunny,0,19.02,Spring,1,66
12537,2022-05-06,S002,P0018,Clothing,South,109,109,279,37.86,15,Sunny,1,36.33,Spring,1,252
12538,2022-05-06,S002,P0019,Clothing,South,473,92,0,78.27,5,Sunny,0,93.49,Spring,1,78
12539,2022-05-06,S002,P0020,Furniture,South,287,80,234,119.07,15,Sunny,1,105.72,Spring,1,82
12540,2022-05-06,S003,P0001,Toys,East,54,15,0,11.19,10,Sunny,0,12.65,Spring,1,17
12541,2022-05-06,S003,P0002,Groceries,East,437,66,0,52.33,0,Sunny,0,61.15,Spring,1,77
12542,2022-05-06,S003,P0003,Electronics,East,105,40,63,75.32,10,Sunny,1,68.81,Spring,1,61
12543,2022-05-06,S003,P0004,Groceries,East,205,110,0,23.03,10,Sunny,1,22.75,Spring,1,114
12544,2022-05-06,S003,P0005,Toys,East,310,124,486,21.91,15,Sunny,1,20.84,Spring,1,119
12545,2022-05-06,S003,P0006,Toys,East,101,40,50,27.41,20,Sunny,1,26.7,Spring,1,44
12546,2022-05-06,S003,P0007,Groceries,East,498,99,0,14.89,10,Sunny,0,12.71,Spring,1,87
12547,2022-05-06,S003,P0008,Clothing,East,178,18,0,80.92,10,Sunny,0,92.95,Spring,1,29
12548,2022-05-06,S003,P0009,Groceries,East,62,62,137,64.83,5,Sunny,0,61.27,Spring,1,157
12549,2022-05-06,S003,P0010,Groceries,East,93,93,106,38.0,10,Sunny,0,45.34,Spring,1,122
12550,2022-05-06,S003,P0011,Electronics,East,216,99,178,115.79,10,Sunny,1,109.78,Spring,1,92
12551,2022-05-06,S003,P0012,Furniture,East,116,66,91,82.51,15,Sunny,1,79.58,Spring,1,56
12552,2022-05-06,S003,P0013,Groceries,East,489,67,0,68.07,5,Sunny,0,67.77,Spring,1,78
12553,2022-05-06,S003,P0014,Groceries,East,471,68,0,78.64,10,Sunny,0,86.94,Spring,1,74
12554,2022-05-06,S003,P0015,Groceries,East,199,70,0,76.2,25,Sunny,1,70.93,Spring,1,93
12555,2022-05-06,S003,P0016,Electronics,East,308,43,0,94.61,0,Sunny,0,93.78,Spring,1,64
12556,2022-05-06,S003,P0017,Furniture,East,360,38,0,112.32,5,Sunny,0,102.08,Spring,1,53
12557,2022-05-06,S003,P0018,Furniture,East,313,26,0,105.14,10,Sunny,1,104.79,Spring,1,25
12558,2022-05-06,S003,P0019,Groceries,East,104,39,50,43.1,5,Sunny,0,46.25,Spring,1,44
12559,2022-05-06,S003,P0020,Clothing,East,465,86,645,66.87,25,Sunny,1,62.5,Spring,1,137
12560,2022-05-06,S004,P0001,Groceries,West,621,81,0,10.4,10,Sunny,0,9.69,Spring,1,95
12561,2022-05-06,S004,P0002,Groceries,West,184,125,319,21.61,10,Sunny,0,20.42,Spring,1,135
12562,2022-05-06,S004,P0003,Furniture,West,304,28,0,100.04,20,Sunny,1,111.94,Spring,1,45
12563,2022-05-06,S004,P0004,Groceries,West,247,75,0,43.94,15,Sunny,1,40.64,Spring,1,72
12564,2022-05-06,S004,P0005,Clothing,West,104,104,104,71.89,15,Sunny,1,62.73,Spring,1,126
12565,2022-05-06,S004,P0006,Groceries,West,144,116,0,30.42,25,Sunny,1,32.07,Spring,1,131
12566,2022-05-06,S004,P0007,Groceries,West,167,44,0,22.54,10,Sunny,0,19.97,Spring,1,46
12567,2022-05-06,S004,P0008,Furniture,West,64,46,50,90.83,0,Sunny,0,89.55,Spring,1,40
12568,2022-05-06,S004,P0009,Clothing,West,422,53,0,96.02,5,Sunny,0,115.49,Spring,1,58
12569,2022-05-06,S004,P0010,Groceries,West,289,88,389,26.86,5,Sunny,0,25.42,Spring,1,109
12570,2022-05-06,S004,P0011,Clothing,West,682,145,0,53.37,20,Sunny,1,64.07,Spring,1,131
12571,2022-05-06,S004,P0012,Electronics,West,63,63,81,89.65,15,Sunny,1,108.03,Spring,1,70
12572,2022-05-06,S004,P0013,Groceries,West,176,60,0,18.29,0,Sunny,0,17.52,Spring,1,51
12573,2022-05-06,S004,P0014,Furniture,West,65,49,0,147.79,0,Sunny,0,155.59,Spring,1,41
12574,2022-05-06,S004,P0015,Furniture,West,162,34,0,80.12,10,Sunny,1,76.29,Spring,1,39
12575,2022-05-06,S004,P0016,Furniture,West,128,27,99,107.34,0,Sunny,0,100.82,Spring,1,36
12576,2022-05-06,S004,P0017,Clothing,West,111,62,66,87.16,5,Sunny,0,99.93,Spring,1,78
12577,2022-05-06,S004,P0018,Furniture,West,85,21,50,123.27,15,Sunny,1,117.58,Spring,1,33
12578,2022-05-06,S004,P0019,Clothing,West,99,86,119,63.32,10,Sunny,0,54.52,Spring,1,129
12579,2022-05-06,S004,P0020,Furniture,West,105,44,89,92.13,25,Sunny,1,79.56,Spring,1,44
12580,2022-05-06,S005,P0001,Groceries,North,81,81,0,11.26,0,Rainy,0,12.02,Spring,1,79
12581,2022-05-06,S005,P0002,Electronics,North,144,50,263,38.61,0,Rainy,0,45.75,Spring,1,74
12582,2022-05-06,S005,P0003,Toys,North,156,29,0,21.89,10,Rainy,1,20.97,Spring,1,24
12583,2022-05-06,S005,P0004,Groceries,North,140,78,83,6.52,15,Rainy,1,7.26,Spring,1,97
12584,2022-05-06,S005,P0005,Groceries,North,314,72,0,14.6,10,Rainy,1,17.09,Spring,1,96
12585,2022-05-06,S005,P0006,Groceries,North,141,50,0,47.62,10,Rainy,1,55.14,Spring,1,64
12586,2022-05-06,S005,P0007,Groceries,North,331,29,0,63.51,0,Rainy,0,75.32,Spring,1,29
12587,2022-05-06,S005,P0008,Groceries,North,98,58,51,52.73,10,Rainy,0,51.76,Spring,1,64
12588,2022-05-06,S005,P0009,Groceries,North,230,69,235,88.89,5,Rainy,0,80.96,Spring,1,76
12589,2022-05-06,S005,P0010,Groceries,North,122,115,0,62.33,10,Rainy,0,56.84,Spring,1,129
12590,2022-05-06,S005,P0011,Electronics,North,89,89,429,73.8,15,Rainy,1,63.4,Spring,1,103
12591,2022-05-06,S005,P0012,Furniture,North,208,91,0,98.12,25,Rainy,1,111.79,Spring,1,78
12592,2022-05-06,S005,P0013,Groceries,North,187,31,134,61.27,0,Rainy,0,68.42,Spring,1,44
12593,2022-05-06,S005,P0014,Furniture,North,180,31,158,156.04,0,Rainy,0,136.13,Spring,1,45
12594,2022-05-06,S005,P0015,Groceries,North,339,79,0,38.31,25,Rainy,1,32.95,Spring,1,88
12595,2022-05-06,S005,P0016,Toys,North,490,11,0,25.99,5,Rainy,0,23.81,Spring,1,18
12596,2022-05-06,S005,P0017,Toys,North,102,16,0,28.89,5,Rainy,0,26.96,Spring,1,25
12597,2022-05-06,S005,P0018,Clothing,North,125,104,106,21.19,10,Rainy,1,23.38,Spring,1,119
12598,2022-05-06,S005,P0019,Furniture,North,120,46,86,116.41,5,Rainy,0,135.38,Spring,1,41
12599,2022-05-06,S005,P0020,Toys,North,147,47,0,23.53,10,Rainy,1,25.6,Spring,1,49
12600,2022-05-07,S001,P0001,Electronics,North,177,60,125,59.31,5,Rainy,0,69.09,Spring,1,56
12601,2022-05-07,S001,P0002,Clothing,North,116,100,143,58.16,25,Rainy,1,65.04,Spring,1,152
12602,2022-05-07,S001,P0003,Clothing,North,592,141,0,54.31,10,Rainy,0,57.37,Spring,1,124
12603,2022-05-07,S001,P0004,Electronics,North,150,49,135,79.72,20,Rainy,1,84.06,Spring,1,72
12604,2022-05-07,S001,P0005,Groceries,North,245,74,0,50.83,10,Rainy,0,46.12,Spring,1,69
12605,2022-05-07,S001,P0006,Toys,North,175,34,126,30.82,10,Rainy,0,36.31,Spring,1,45
12606,2022-05-07,S001,P0007,Groceries,North,838,64,0,21.68,5,Rainy,0,18.46,Spring,1,59
12607,2022-05-07,S001,P0008,Electronics,North,98,66,0,33.14,15,Rainy,1,37.29,Spring,1,56
12608,2022-05-07,S001,P0009,Clothing,North,127,104,125,87.1,10,Rainy,1,76.67,Spring,1,104
12609,2022-05-07,S001,P0010,Furniture,North,310,21,0,112.01,0,Rainy,0,105.57,Spring,1,27
12610,2022-05-07,S001,P0011,Furniture,North,215,52,158,159.01,5,Rainy,0,140.23,Spring,1,69
12611,2022-05-07,S001,P0012,Groceries,North,241,66,0,65.33,15,Rainy,1,73.92,Spring,1,76
12612,2022-05-07,S001,P0013,Toys,North,87,36,50,26.36,5,Rainy,0,31.06,Spring,1,46
12613,2022-05-07,S001,P0014,Groceries,North,177,58,0,57.39,10,Rainy,0,62.45,Spring,1,60
12614,2022-05-07,S001,P0015,Toys,North,96,21,0,11.4,10,Rainy,0,10.34,Spring,1,20
12615,2022-05-07,S001,P0016,Groceries,North,174,120,0,41.41,0,Rainy,0,39.18,Spring,1,102
