date,store_id,product_id,category,region,year,month,day,day_of_week,demand_real,demand_pred
2023-11-06,S002,P0009,Groceries,South,2023,11,6,Monday,74,83.22742184007083
2023-11-06,S003,P0009,Groceries,East,2023,11,6,Monday,119,126.33999750943502
2023-11-06,S004,P0009,Clothing,West,2023,11,6,Monday,76,71.944375
2023-11-06,S005,P0009,Groceries,North,2023,11,6,Monday,98,82.52775992757245
2023-11-07,S001,P0009,Clothing,North,2023,11,7,Tuesday,104,96.1905699023199
2023-11-07,S002,P0009,Groceries,South,2023,11,7,Tuesday,113,123.6924246105202
2023-11-07,S003,P0009,Groceries,East,2023,11,7,Tuesday,141,143.7643993065054
2023-11-07,S004,P0009,Clothing,West,2023,11,7,Tuesday,47,48.86
2023-11-07,S005,P0009,Groceries,North,2023,11,7,Tuesday,80,77.26007233044734
2023-11-08,S001,P0009,Clothing,North,2023,11,8,Wednesday,126,118.53399404761905
2023-11-08,S002,P0009,Groceries,South,2023,11,8,Wednesday,139,124.46541666666666
2023-11-08,S003,P0009,Groceries,East,2023,11,8,Wednesday,111,102.965
2023-11-08,S004,P0009,Clothing,West,2023,11,8,Wednesday,91,97.43833333333333
2023-11-08,S005,P0009,Groceries,North,2023,11,8,Wednesday,125,131.76775
2023-11-09,S001,P0009,Clothing,North,2023,11,9,Thursday,95,98.67465781440784
2023-11-09,S002,P0009,Groceries,South,2023,11,9,Thursday,125,117.08476624837145
2023-11-09,S003,P0009,Groceries,East,2023,11,9,Thursday,172,180.4245714285714
2023-11-09,S004,P0009,Clothing,West,2023,11,9,Thursday,92,107.51046402771635
2023-11-09,S005,P0009,Groceries,North,2023,11,9,Thursday,146,140.795
2023-11-10,S001,P0009,Clothing,North,2023,11,10,Friday,87,96.40821901709401
2023-11-10,S002,P0009,Groceries,South,2023,11,10,Friday,91,84.03968347467804
2023-11-10,S003,P0009,Groceries,East,2023,11,10,Friday,121,113.48975684718329
2023-11-10,S004,P0009,Clothing,West,2023,11,10,Friday,75,88.28753787878787
2023-11-10,S005,P0009,Groceries,North,2023,11,10,Friday,103,103.88540603769633
2023-11-11,S001,P0009,Clothing,North,2023,11,11,Saturday,154,159.57583333333335
2023-11-11,S002,P0009,Groceries,South,2023,11,11,Saturday,131,123.16465785603286
2023-11-11,S003,P0009,Groceries,East,2023,11,11,Saturday,185,188.58708333333337
2023-11-11,S004,P0009,Clothing,West,2023,11,11,Saturday,103,112.19930952380953
2023-11-11,S005,P0009,Groceries,North,2023,11,11,Saturday,87,84.94610001803753
2023-11-12,S001,P0009,Clothing,North,2023,11,12,Sunday,150,135.8222420634921
2023-11-12,S002,P0009,Groceries,South,2023,11,12,Sunday,66,78.99183310439561
2023-11-12,S003,P0009,Groceries,East,2023,11,12,Sunday,101,96.51708333333335
2023-11-12,S004,P0009,Clothing,West,2023,11,12,Sunday,94,101.06770396270399
2023-11-12,S005,P0009,Groceries,North,2023,11,12,Sunday,50,54.348613095238086
2023-11-13,S001,P0009,Clothing,North,2023,11,13,Monday,139,131.63944444444448
2023-11-13,S002,P0009,Groceries,South,2023,11,13,Monday,136,135.52944444444444
2023-11-13,S003,P0009,Groceries,East,2023,11,13,Monday,108,98.50742105263159
2023-11-13,S004,P0009,Clothing,West,2023,11,13,Monday,98,88.57
2023-11-13,S005,P0009,Groceries,North,2023,11,13,Monday,67,70.82833333333335
2023-11-14,S001,P0009,Clothing,North,2023,11,14,Tuesday,204,197.04
2023-11-14,S002,P0009,Groceries,South,2023,11,14,Tuesday,147,143.76877777777779
2023-11-14,S003,P0009,Groceries,East,2023,11,14,Tuesday,188,188.56650000000002
2023-11-14,S004,P0009,Clothing,West,2023,11,14,Tuesday,113,123.22333333333331
2023-11-14,S005,P0009,Groceries,North,2023,11,14,Tuesday,186,169.86375
2023-11-15,S001,P0009,Clothing,North,2023,11,15,Wednesday,48,42.61953174603175
2023-11-15,S002,P0009,Groceries,South,2023,11,15,Wednesday,64,76.29530156118393
2023-11-15,S003,P0009,Groceries,East,2023,11,15,Wednesday,190,192.00708333333333
2023-11-15,S004,P0009,Clothing,West,2023,11,15,Wednesday,121,109.94528654188949
2023-11-15,S005,P0009,Groceries,North,2023,11,15,Wednesday,42,53.52765612859362
2023-11-16,S001,P0009,Clothing,North,2023,11,16,Thursday,55,44.87265873015874
2023-11-16,S002,P0009,Groceries,South,2023,11,16,Thursday,75,85.30800327987282
2023-11-16,S003,P0009,Groceries,East,2023,11,16,Thursday,126,123.45459754134755
2023-11-16,S004,P0009,Clothing,West,2023,11,16,Thursday,98,89.87808116883116
2023-11-16,S005,P0009,Groceries,North,2023,11,16,Thursday,129,124.07573634943486
2023-11-17,S001,P0009,Clothing,North,2023,11,17,Friday,82,85.77801480277118
2023-11-17,S002,P0009,Groceries,South,2023,11,17,Friday,138,133.26274801587303
2023-11-17,S003,P0009,Groceries,East,2023,11,17,Friday,39,43.035
2023-11-17,S004,P0009,Clothing,West,2023,11,17,Friday,95,100.76224242424242
2023-11-17,S005,P0009,Groceries,North,2023,11,17,Friday,112,103.84980215291245
2023-11-18,S001,P0009,Clothing,North,2023,11,18,Saturday,137,144.64233333333334
2023-11-18,S002,P0009,Groceries,South,2023,11,18,Saturday,169,156.11319444444445
2023-11-18,S003,P0009,Groceries,East,2023,11,18,Saturday,155,149.44357142857143
2023-11-18,S004,P0009,Clothing,West,2023,11,18,Saturday,77,80.96
2023-11-18,S005,P0009,Groceries,North,2023,11,18,Saturday,158,146.01338851589588
2023-11-19,S001,P0009,Clothing,North,2023,11,19,Sunday,45,54.04506709956709
2023-11-19,S002,P0009,Groceries,South,2023,11,19,Sunday,178,184.2737425074925
2023-11-19,S003,P0009,Groceries,East,2023,11,19,Sunday,181,186.78349999999998
2023-11-19,S004,P0009,Clothing,West,2023,11,19,Sunday,75,82.62491666666666
2023-11-19,S005,P0009,Groceries,North,2023,11,19,Sunday,99,89.77166287878786
2023-11-20,S001,P0009,Clothing,North,2023,11,20,Monday,110,123.63237721755368
2023-11-20,S002,P0009,Groceries,South,2023,11,20,Monday,139,134.5380855590488
2023-11-20,S003,P0009,Groceries,East,2023,11,20,Monday,133,125.95881271506269
2023-11-20,S004,P0009,Clothing,West,2023,11,20,Monday,38,47.1615
2023-11-20,S005,P0009,Groceries,North,2023,11,20,Monday,103,109.00685027713831
2023-11-21,S001,P0009,Clothing,North,2023,11,21,Tuesday,87,96.13123015873016
2023-11-21,S002,P0009,Groceries,South,2023,11,21,Tuesday,142,135.7537683982684
2023-11-21,S003,P0009,Groceries,East,2023,11,21,Tuesday,108,102.59
2023-11-21,S004,P0009,Clothing,West,2023,11,21,Tuesday,118,119.45670588235292
2023-11-21,S005,P0009,Groceries,North,2023,11,21,Tuesday,105,99.07283730158731
2023-11-22,S001,P0009,Clothing,North,2023,11,22,Wednesday,142,134.44673459690893
2023-11-22,S002,P0009,Groceries,South,2023,11,22,Wednesday,90,84.84074621212119
2023-11-22,S003,P0009,Groceries,East,2023,11,22,Wednesday,100,98.29208333333334
2023-11-22,S004,P0009,Clothing,West,2023,11,22,Wednesday,122,128.26345833333335
2023-11-22,S005,P0009,Groceries,North,2023,11,22,Wednesday,121,137.4205833333333
2023-11-23,S001,P0009,Clothing,North,2023,11,23,Thursday,125,117.76838206055642
2023-11-23,S002,P0009,Groceries,South,2023,11,23,Thursday,107,101.40669393000434
2023-11-23,S003,P0009,Groceries,East,2023,11,23,Thursday,138,129.6530179015429
2023-11-23,S004,P0009,Clothing,West,2023,11,23,Thursday,88,86.71333333333332
2023-11-23,S005,P0009,Groceries,North,2023,11,23,Thursday,96,93.90625654037227
2023-11-24,S001,P0009,Clothing,North,2023,11,24,Friday,130,135.9700992063492
2023-11-24,S002,P0009,Groceries,South,2023,11,24,Friday,129,140.93148713786218
2023-11-24,S003,P0009,Groceries,East,2023,11,24,Friday,90,78.10166666666667
2023-11-24,S004,P0009,Clothing,West,2023,11,24,Friday,70,67.248
2023-11-24,S005,P0009,Groceries,North,2023,11,24,Friday,135,123.83711315889992
2023-11-25,S001,P0009,Clothing,North,2023,11,25,Saturday,180,194.67333333333335
2023-11-25,S002,P0009,Groceries,South,2023,11,25,Saturday,206,201.72559523809522
2023-11-25,S003,P0009,Groceries,East,2023,11,25,Saturday,144,135.635
2023-11-25,S004,P0009,Clothing,West,2023,11,25,Saturday,91,83.0975
2023-11-25,S005,P0009,Groceries,North,2023,11,25,Saturday,138,145.19715151515152
2023-11-26,S001,P0009,Clothing,North,2023,11,26,Sunday,117,112.39641422466423
2023-11-26,S002,P0009,Groceries,South,2023,11,26,Sunday,61,62.7831553140487
2023-11-26,S003,P0009,Groceries,East,2023,11,26,Sunday,89,95.95002777777779
2023-11-26,S004,P0009,Clothing,West,2023,11,26,Sunday,94,102.99916666666667
2023-11-26,S005,P0009,Groceries,North,2023,11,26,Sunday,122,110.23856608353287
2023-11-27,S001,P0009,Clothing,North,2023,11,27,Monday,212,189.23
2023-11-27,S002,P0009,Groceries,South,2023,11,27,Monday,35,39.995
2023-11-27,S003,P0009,Groceries,East,2023,11,27,Monday,109,117.4110344093626
2023-11-27,S004,P0009,Clothing,West,2023,11,27,Monday,63,73.0639558080808
2023-11-27,S005,P0009,Groceries,North,2023,11,27,Monday,123,134.43164285714286
2023-11-28,S001,P0009,Clothing,North,2023,11,28,Tuesday,180,163.6843629379288
2023-11-28,S002,P0009,Groceries,South,2023,11,28,Tuesday,199,183.2
2023-11-28,S003,P0009,Groceries,East,2023,11,28,Tuesday,172,178.8125
2023-11-28,S004,P0009,Clothing,West,2023,11,28,Tuesday,151,149.05
2023-11-28,S005,P0009,Groceries,North,2023,11,28,Tuesday,119,110.82030357142855
2023-11-29,S001,P0009,Clothing,North,2023,11,29,Wednesday,46,49.99872619047619
2023-11-29,S002,P0009,Groceries,South,2023,11,29,Wednesday,84,94.45007800532801
2023-11-29,S003,P0009,Groceries,East,2023,11,29,Wednesday,204,189.653
2023-11-29,S004,P0009,Clothing,West,2023,11,29,Wednesday,55,60.405
2023-11-29,S005,P0009,Groceries,North,2023,11,29,Wednesday,129,126.17127670613698
2023-11-30,S001,P0009,Clothing,North,2023,11,30,Thursday,154,148.80322051924682
2023-11-30,S002,P0009,Groceries,South,2023,11,30,Thursday,61,50.66
2023-11-30,S003,P0009,Groceries,East,2023,11,30,Thursday,91,102.11852035464536
2023-11-30,S004,P0009,Clothing,West,2023,11,30,Thursday,126,110.13
2023-11-30,S005,P0009,Groceries,North,2023,11,30,Thursday,111,108.54346707006755
2023-12-01,S001,P0009,Clothing,North,2023,12,1,Friday,152,136.24723842351878
2023-12-01,S002,P0009,Groceries,South,2023,12,1,Friday,118,122.91916666666665
2023-12-01,S003,P0009,Groceries,East,2023,12,1,Friday,83,81.44
2023-12-01,S004,P0009,Clothing,West,2023,12,1,Friday,52,66.445
2023-12-02,S001,P0009,Clothing,North,2023,12,2,Saturday,204,176.84400000000002
2023-12-02,S002,P0009,Groceries,South,2023,12,2,Saturday,143,146.0332795815296
2023-12-02,S003,P0009,Groceries,East,2023,12,2,Saturday,94,103.79383333333334
2023-12-02,S004,P0009,Clothing,West,2023,12,2,Saturday,124,113.711875
2023-12-02,S005,P0009,Groceries,North,2023,12,2,Saturday,130,125.48320214181241
2023-12-03,S001,P0009,Clothing,North,2023,12,3,Sunday,162,154.39583333333334
2023-12-03,S002,P0009,Groceries,South,2023,12,3,Sunday,67,74.225
2023-12-03,S003,P0009,Groceries,East,2023,12,3,Sunday,169,148.45857142857142
2023-12-03,S004,P0009,Clothing,West,2023,12,3,Sunday,118,101.43833333333332
2023-12-03,S005,P0009,Groceries,North,2023,12,3,Sunday,154,157.903
2023-12-04,S001,P0009,Clothing,North,2023,12,4,Monday,188,177.727
2023-12-04,S002,P0009,Groceries,South,2023,12,4,Monday,181,193.20642857142855
2023-12-04,S003,P0009,Groceries,East,2023,12,4,Monday,162,155.7
2023-12-04,S004,P0009,Clothing,West,2023,12,4,Monday,59,67.76
2023-12-04,S005,P0009,Groceries,North,2023,12,4,Monday,147,154.47716113053613
2023-12-05,S001,P0009,Clothing,North,2023,12,5,Tuesday,181,170.334
2023-12-05,S002,P0009,Groceries,South,2023,12,5,Tuesday,89,102.1148763627676
2023-12-05,S003,P0009,Groceries,East,2023,12,5,Tuesday,118,113.78497034909536
2023-12-05,S004,P0009,Clothing,West,2023,12,5,Tuesday,175,170.125
2023-12-05,S005,P0009,Groceries,North,2023,12,5,Tuesday,69,74.20166666666667
2023-12-06,S001,P0009,Clothing,North,2023,12,6,Wednesday,37,61.685
2023-12-06,S002,P0009,Groceries,South,2023,12,6,Wednesday,91,104.07855197580199
2023-12-06,S005,P0009,Groceries,North,2023,12,6,Wednesday,199,179.92
2023-12-07,S001,P0009,Clothing,North,2023,12,7,Thursday,188,177.345
2023-12-07,S002,P0009,Groceries,South,2023,12,7,Thursday,186,189.91084325396824
2023-12-07,S003,P0009,Groceries,East,2023,12,7,Thursday,179,180.52777777777777
2023-12-07,S004,P0009,Clothing,West,2023,12,7,Thursday,187,179.745
2023-12-07,S005,P0009,Groceries,North,2023,12,7,Thursday,171,155.895
2023-12-08,S002,P0009,Groceries,South,2023,12,8,Friday,166,172.81723701298705
2023-12-08,S003,P0009,Groceries,East,2023,12,8,Friday,183,171.8477619047619
2023-12-08,S004,P0009,Clothing,West,2023,12,8,Friday,161,179.51
2023-12-08,S005,P0009,Groceries,North,2023,12,8,Friday,175,159.85358333333335
2023-12-09,S001,P0009,Clothing,North,2023,12,9,Saturday,125,131.2378612794211
2023-12-09,S002,P0009,Groceries,South,2023,12,9,Saturday,159,151.62685492285493
2023-12-09,S003,P0009,Groceries,East,2023,12,9,Saturday,140,130.33611089412386
2023-12-09,S004,P0009,Clothing,West,2023,12,9,Saturday,123,113.07
2023-12-09,S005,P0009,Groceries,North,2023,12,9,Saturday,158,162.33520685564437
2023-12-10,S001,P0009,Clothing,North,2023,12,10,Sunday,220,211.35125
2023-12-10,S002,P0009,Groceries,South,2023,12,10,Sunday,92,83.0289713774787
2023-12-10,S003,P0009,Groceries,East,2023,12,10,Sunday,165,153.32905952380952
2023-12-10,S004,P0009,Clothing,West,2023,12,10,Sunday,137,124.54357142857143
2023-12-10,S005,P0009,Groceries,North,2023,12,10,Sunday,124,127.37113635792315
2023-12-11,S001,P0009,Clothing,North,2023,12,11,Monday,84,83.14869237405107
2023-12-11,S002,P0009,Groceries,South,2023,12,11,Monday,152,147.86057326701078
2023-12-11,S003,P0009,Groceries,East,2023,12,11,Monday,167,170.34166666666664
2023-12-11,S004,P0009,Clothing,West,2023,12,11,Monday,192,169.225
2023-12-11,S005,P0009,Groceries,North,2023,12,11,Monday,68,62.03248809523809
2023-12-12,S003,P0009,Groceries,East,2023,12,12,Tuesday,150,135.80541666666667
2023-12-12,S004,P0009,Clothing,West,2023,12,12,Tuesday,142,140.995
2023-12-12,S005,P0009,Groceries,North,2023,12,12,Tuesday,160,166.6670595238096
2023-12-13,S002,P0009,Groceries,South,2023,12,13,Wednesday,182,167.99585248085248
2023-12-13,S004,P0009,Clothing,West,2023,12,13,Wednesday,178,163.925
2023-12-14,S001,P0009,Clothing,North,2023,12,14,Thursday,102,99.33777854090353
2023-12-14,S002,P0009,Groceries,South,2023,12,14,Thursday,193,188.17613095238096
2023-12-14,S003,P0009,Groceries,East,2023,12,14,Thursday,130,144.4771106992793
2023-12-14,S004,P0009,Clothing,West,2023,12,14,Thursday,93,81.08000000000001
2023-12-14,S005,P0009,Groceries,North,2023,12,14,Thursday,124,128.0919687812188
2023-12-15,S001,P0009,Clothing,North,2023,12,15,Friday,214,187.34
2023-12-15,S002,P0009,Groceries,South,2023,12,15,Friday,130,140.49623525476932
2023-12-15,S003,P0009,Groceries,East,2023,12,15,Friday,97,89.885
2023-12-15,S004,P0009,Clothing,West,2023,12,15,Friday,74,84.30349783549784
2023-12-15,S005,P0009,Groceries,North,2023,12,15,Friday,111,102.83750453386483
2023-12-16,S001,P0009,Clothing,North,2023,12,16,Saturday,177,170.52607267182236
2023-12-16,S002,P0009,Groceries,South,2023,12,16,Saturday,88,94.57213765401268
2023-12-16,S003,P0009,Groceries,East,2023,12,16,Saturday,69,75.545
2023-12-16,S004,P0009,Clothing,West,2023,12,16,Saturday,77,68.80875
2023-12-16,S005,P0009,Groceries,North,2023,12,16,Saturday,83,73.54208333333334
2023-12-17,S001,P0009,Clothing,North,2023,12,17,Sunday,92,90.32509523809522
2023-12-17,S002,P0009,Groceries,South,2023,12,17,Sunday,127,123.80983333333332
2023-12-17,S003,P0009,Groceries,East,2023,12,17,Sunday,172,151.57041666666666
2023-12-17,S004,P0009,Clothing,West,2023,12,17,Sunday,121,129.82
2023-12-17,S005,P0009,Groceries,North,2023,12,17,Sunday,179,191.23833333333332
2023-12-18,S001,P0009,Clothing,North,2023,12,18,Monday,136,124.31068434343435
2023-12-18,S002,P0009,Groceries,South,2023,12,18,Monday,194,180.78410714285712
2023-12-18,S003,P0009,Groceries,East,2023,12,18,Monday,152,143.10857142857142
2023-12-18,S004,P0009,Clothing,West,2023,12,18,Monday,112,118.04114285714286
2023-12-19,S001,P0009,Clothing,North,2023,12,19,Tuesday,214,176.34625
2023-12-19,S002,P0009,Groceries,South,2023,12,19,Tuesday,83,78.83406069543203
2023-12-19,S003,P0009,Groceries,East,2023,12,19,Tuesday,106,100.64260698146883
2023-12-19,S004,P0009,Clothing,West,2023,12,19,Tuesday,113,115.88634325396826
2023-12-19,S005,P0009,Groceries,North,2023,12,19,Tuesday,151,157.23583333333335
2023-12-20,S001,P0009,Clothing,North,2023,12,20,Wednesday,174,167.61583333333337
2023-12-20,S002,P0009,Groceries,South,2023,12,20,Wednesday,124,122.98138910950796
2023-12-20,S003,P0009,Groceries,East,2023,12,20,Wednesday,113,127.41074222863193
2023-12-20,S004,P0009,Clothing,West,2023,12,20,Wednesday,88,83.84232323232324
2023-12-20,S005,P0009,Groceries,North,2023,12,20,Wednesday,96,109.05177846006649
2023-12-21,S001,P0009,Clothing,North,2023,12,21,Thursday,134,120.43177124591095
2023-12-21,S002,P0009,Groceries,South,2023,12,21,Thursday,174,175.09688437950942
2023-12-21,S003,P0009,Groceries,East,2023,12,21,Thursday,116,136.91857142857143
2023-12-21,S004,P0009,Clothing,West,2023,12,21,Thursday,162,159.78
2023-12-21,S005,P0009,Groceries,North,2023,12,21,Thursday,148,138.8481111111111
2023-12-22,S001,P0009,Clothing,North,2023,12,22,Friday,143,148.60819440956172
2023-12-22,S002,P0009,Groceries,South,2023,12,22,Friday,81,89.17706733707473
2023-12-22,S003,P0009,Groceries,East,2023,12,22,Friday,70,78.15166666666666
2023-12-22,S004,P0009,Clothing,West,2023,12,22,Friday,90,98.84875
2023-12-22,S005,P0009,Groceries,North,2023,12,22,Friday,118,112.28145264943917
2023-12-23,S001,P0009,Clothing,North,2023,12,23,Saturday,98,104.24249864718612
2023-12-23,S002,P0009,Groceries,South,2023,12,23,Saturday,160,161.00087053877493
2023-12-23,S003,P0009,Groceries,East,2023,12,23,Saturday,126,118.65171667984576
2023-12-23,S004,P0009,Clothing,West,2023,12,23,Saturday,45,47.595
2023-12-23,S005,P0009,Groceries,North,2023,12,23,Saturday,115,117.91258333333333
2023-12-24,S001,P0009,Clothing,North,2023,12,24,Sunday,113,106.75812780112048
2023-12-24,S002,P0009,Groceries,South,2023,12,24,Sunday,85,73.93021596046714
2023-12-24,S003,P0009,Groceries,East,2023,12,24,Sunday,125,137.73513292764582
2023-12-24,S004,P0009,Clothing,West,2023,12,24,Sunday,89,80.89500000000001
2023-12-24,S005,P0009,Groceries,North,2023,12,24,Sunday,117,123.31355176767676
2023-12-25,S001,P0009,Clothing,North,2023,12,25,Monday,85,96.51653647741145
2023-12-25,S002,P0009,Groceries,South,2023,12,25,Monday,110,98.48315445738473
2023-12-25,S003,P0009,Groceries,East,2023,12,25,Monday,60,70.09
2023-12-25,S004,P0009,Clothing,West,2023,12,25,Monday,140,132.84333333333333
2023-12-25,S005,P0009,Groceries,North,2023,12,25,Monday,66,63.729501984126976
2023-12-26,S001,P0009,Clothing,North,2023,12,26,Tuesday,189,179.35583333333335
2023-12-26,S003,P0009,Groceries,East,2023,12,26,Tuesday,203,176.97607142857146
2023-12-26,S004,P0009,Clothing,West,2023,12,26,Tuesday,111,120.355
2023-12-26,S005,P0009,Groceries,North,2023,12,26,Tuesday,86,103.2275
2023-12-27,S001,P0009,Clothing,North,2023,12,27,Wednesday,99,88.86665767973855
2023-12-27,S002,P0009,Groceries,South,2023,12,27,Wednesday,105,95.7189790764791
2023-12-27,S003,P0009,Groceries,East,2023,12,27,Wednesday,39,38.75
2023-12-27,S004,P0009,Clothing,West,2023,12,27,Wednesday,131,132.30375
2023-12-27,S005,P0009,Groceries,North,2023,12,27,Wednesday,102,108.55312296282148
2023-12-28,S001,P0009,Clothing,North,2023,12,28,Thursday,85,77.4879555999556
2023-12-28,S002,P0009,Groceries,South,2023,12,28,Thursday,66,73.95274544817927
2023-12-28,S003,P0009,Groceries,East,2023,12,28,Thursday,59,65.99014285714286
2023-12-28,S004,P0009,Clothing,West,2023,12,28,Thursday,103,95.5675
2023-12-28,S005,P0009,Groceries,North,2023,12,28,Thursday,92,83.32127645434632
2023-12-29,S001,P0009,Clothing,North,2023,12,29,Friday,137,144.43721214896217
2023-12-29,S002,P0009,Groceries,South,2023,12,29,Friday,128,114.05977904040402
2023-12-29,S003,P0009,Groceries,East,2023,12,29,Friday,92,92.97607478632479
2023-12-29,S004,P0009,Clothing,West,2023,12,29,Friday,107,115.32733333333331
2023-12-29,S005,P0009,Groceries,North,2023,12,29,Friday,110,99.06266793255764
2023-12-30,S001,P0009,Clothing,North,2023,12,30,Saturday,89,95.39857176157179
2023-12-30,S002,P0009,Groceries,South,2023,12,30,Saturday,74,82.83292111279245
2023-12-30,S003,P0009,Groceries,East,2023,12,30,Saturday,76,67.445
2023-12-30,S004,P0009,Clothing,West,2023,12,30,Saturday,40,48.36
2023-12-30,S005,P0009,Groceries,North,2023,12,30,Saturday,49,66.50829563492061
2023-12-31,S001,P0009,Clothing,North,2023,12,31,Sunday,146,134.75448809523806
2023-12-31,S002,P0009,Groceries,South,2023,12,31,Sunday,35,44.23
2023-12-31,S003,P0009,Groceries,East,2023,12,31,Sunday,68,78.045
2023-12-31,S004,P0009,Clothing,West,2023,12,31,Sunday,143,130.869
2023-12-31,S005,P0009,Groceries,North,2023,12,31,Sunday,65,65.25038257575757
2024-01-01,S001,P0009,Clothing,North,2024,1,1,Monday,76,72.77406656537909
2024-01-01,S002,P0009,Groceries,South,2024,1,1,Monday,89,83.77942153679655
2024-01-01,S003,P0009,Groceries,East,2024,1,1,Monday,86,95.40863972138972
2024-01-01,S004,P0009,Clothing,West,2024,1,1,Monday,121,135.228125
2024-01-01,S005,P0009,Groceries,North,2024,1,1,Monday,90,97.23379179154179
2024-01-02,S001,P0009,Clothing,North,2024,1,2,Tuesday,213,197.338125
2024-01-02,S002,P0009,Groceries,South,2024,1,2,Tuesday,116,97.795
2024-01-02,S003,P0009,Groceries,East,2024,1,2,Tuesday,59,66.435
2024-01-02,S004,P0009,Clothing,West,2024,1,2,Tuesday,166,168.245
2024-01-02,S005,P0009,Groceries,North,2024,1,2,Tuesday,77,81.91842857142856
2024-01-03,S001,P0009,Clothing,North,2024,1,3,Wednesday,93,99.86777350427352
2024-01-03,S002,P0009,Groceries,South,2024,1,3,Wednesday,80,84.10033973665224
2024-01-03,S003,P0009,Groceries,East,2024,1,3,Wednesday,73,83.49375
2024-01-03,S004,P0009,Clothing,West,2024,1,3,Wednesday,115,121.03913909774435
2024-01-03,S005,P0009,Groceries,North,2024,1,3,Wednesday,26,51.51796049783548
2024-01-04,S001,P0009,Clothing,North,2024,1,4,Thursday,146,134.42404761904763
2024-01-04,S002,P0009,Groceries,South,2024,1,4,Thursday,44,54.235
2024-01-04,S003,P0009,Groceries,East,2024,1,4,Thursday,49,49.89
2024-01-04,S004,P0009,Clothing,West,2024,1,4,Thursday,116,108.80058928571428
2024-01-04,S005,P0009,Groceries,North,2024,1,4,Thursday,72,68.58981331168832
2024-01-05,S001,P0009,Clothing,North,2024,1,5,Friday,50,70.57891259873169
2024-01-05,S002,P0009,Groceries,South,2024,1,5,Friday,66,75.56759226190478
2024-01-05,S003,P0009,Groceries,East,2024,1,5,Friday,69,67.528
2024-01-05,S004,P0009,Clothing,West,2024,1,5,Friday,188,186.83
2024-01-05,S005,P0009,Groceries,North,2024,1,5,Friday,62,70.80116396103895
2024-01-06,S001,P0009,Clothing,North,2024,1,6,Saturday,132,122.18533333333333
2024-01-06,S002,P0009,Groceries,South,2024,1,6,Saturday,92,106.95833333333331
2024-01-06,S003,P0009,Groceries,East,2024,1,6,Saturday,57,57.84875
2024-01-06,S004,P0009,Clothing,West,2024,1,6,Saturday,195,184.955
2024-01-06,S005,P0009,Groceries,North,2024,1,6,Saturday,100,93.2784356060606
2024-01-07,S001,P0009,Clothing,North,2024,1,7,Sunday,153,146.7735200341006
2024-01-07,S002,P0009,Groceries,South,2024,1,7,Sunday,120,115.50040542790539
2024-01-07,S003,P0009,Groceries,East,2024,1,7,Sunday,40,49.17
2024-01-07,S004,P0009,Clothing,West,2024,1,7,Sunday,110,99.36625
2024-01-07,S005,P0009,Groceries,North,2024,1,7,Sunday,62,65.90001587301586
2024-01-08,S001,P0009,Clothing,North,2024,1,8,Monday,139,131.25089549156982
2024-01-08,S002,P0009,Groceries,South,2024,1,8,Monday,91,86.79783225108224
2024-01-08,S003,P0009,Groceries,East,2024,1,8,Monday,47,63.165
2024-01-08,S004,P0009,Clothing,West,2024,1,8,Monday,132,119.2480200501253
2024-01-08,S005,P0009,Groceries,North,2024,1,8,Monday,71,62.42585119047619
2024-01-09,S001,P0009,Clothing,North,2024,1,9,Tuesday,140,116.78260028860028
2024-01-09,S002,P0009,Groceries,South,2024,1,9,Tuesday,150,139.21844774914626
2024-01-09,S003,P0009,Groceries,East,2024,1,9,Tuesday,138,142.7662136752137
2024-01-09,S004,P0009,Clothing,West,2024,1,9,Tuesday,82,67.94358333333334
2024-01-09,S005,P0009,Groceries,North,2024,1,9,Tuesday,75,89.21016666666667
2024-01-10,S001,P0009,Clothing,North,2024,1,10,Wednesday,103,92.81042244846658
2024-01-10,S002,P0009,Groceries,South,2024,1,10,Wednesday,106,97.49894817682316
2024-01-10,S003,P0009,Groceries,East,2024,1,10,Wednesday,88,98.80558333333335
2024-01-10,S004,P0009,Clothing,West,2024,1,10,Wednesday,125,114.66953403540906
2024-01-10,S005,P0009,Groceries,North,2024,1,10,Wednesday,105,95.43294404279932
2024-01-11,S001,P0009,Clothing,North,2024,1,11,Thursday,201,198.16125
2024-01-11,S002,P0009,Groceries,South,2024,1,11,Thursday,109,114.14235714285716
2024-01-11,S003,P0009,Groceries,East,2024,1,11,Thursday,175,177.18878869047617
2024-01-11,S004,P0009,Clothing,West,2024,1,11,Thursday,142,125.11472222222223
2024-01-11,S005,P0009,Groceries,North,2024,1,11,Thursday,115,109.49125326062824
2024-01-12,S001,P0009,Clothing,North,2024,1,12,Friday,112,122.29610424605066
2024-01-12,S002,P0009,Groceries,South,2024,1,12,Friday,116,104.28303917841417
2024-01-12,S003,P0009,Groceries,East,2024,1,12,Friday,106,99.36357142857143
2024-01-12,S004,P0009,Clothing,West,2024,1,12,Friday,101,116.87525320512822
2024-01-12,S005,P0009,Groceries,North,2024,1,12,Friday,219,208.01
2024-01-13,S001,P0009,Clothing,North,2024,1,13,Saturday,145,156.28140735571617
2024-01-13,S002,P0009,Groceries,South,2024,1,13,Saturday,138,142.62528557553557
2024-01-13,S003,P0009,Groceries,East,2024,1,13,Saturday,102,114.8926243064469
